position,Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id,spotify_track_id,spotify_uri,spotify_album,spotify_year,curated_year,status,notes
279,Live And Let Die - Main Title,Paul McCartney,All The Best (UK Version),HITSTER - DIY,Playlist,GBCCS7300674,2cHbN7OosXb4pA20G9Jcyg,2cHbN7OosXb4pA20G9Jcyg,spotify:track:2cHbN7OosXb4pA20G9Jcyg,All The Best (UK Version),,1973,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
280,"You're The First, The Last, My Everything",Barry White,Can't Get Enough,HITSTER - DIY,Playlist,USPR37400001,5dXJ1SoksFkgdx3yxIoYNO,5dXJ1SoksFkgdx3yxIoYNO,spotify:track:5dXJ1SoksFkgdx3yxIoYNO,Can't Get Enough,,1974,pending,
281,Mediterraneo,Joan Manuel Serrat,Mediterráneo,HITSTER - DIY,Playlist,ES5020000300,7Bewui7KtaMzROeteRitRz,7Bewui7KtaMzROeteRitRz,spotify:track:7Bewui7KtaMzROeteRitRz,Mediterráneo,,1971,pending,
282,Blinding Lights,The Weeknd,After Hours,HITSTER - DIY,Playlist,USUG11904206,0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,After Hours,,2019,pending,
283,Without You (feat. Sandro Cavazza),Avicii,AVĪCI (01),HITSTER - DIY,Playlist,SE5R71700101,6Pgkp4qUoTmJIPn7ReaGxL,6Pgkp4qUoTmJIPn7ReaGxL,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,AVĪCI (01),,2017,pending,
284,In the Summertime,Mungo Jerry,Electronically Tested,HITSTER - DIY,Playlist,GBAJE7000049,7jhKkbM3KZvnuqzMX5fADH,7jhKkbM3KZvnuqzMX5fADH,spotify:track:7jhKkbM3KZvnuqzMX5fADH,Electronically Tested,,1970,pending,
285,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),HITSTER - DIY,Playlist,USUM71210283,03UrZgTINDqvnUMbbIMhql,03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),,2012,pending,
286,"Soy un Truhán, Soy un Señor",Julio Iglesias,My Life: The Greatest Hits,HITSTER - DIY,Playlist,NLB637800101,07nrFSbS6ht0jMNpTpMfsg,07nrFSbS6ht0jMNpTpMfsg,spotify:track:07nrFSbS6ht0jMNpTpMfsg,My Life: The Greatest Hits,,1977,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
287,This Is The Life,Amy Macdonald,This Is The Life (eDeluxe),HITSTER - DIY,Playlist,GBUM70607840,2T3jgoAMbBXiMMD8pSc6QL,2T3jgoAMbBXiMMD8pSc6QL,spotify:track:2T3jgoAMbBXiMMD8pSc6QL,This Is The Life (eDeluxe),,2007,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
288,Chiquilla,Seguridad Social,Que No Se Extinga La Llama!,HITSTER - DIY,Playlist,ES5019150000,4eJikwHYHJ3yMg1tvS1Mom,4eJikwHYHJ3yMg1tvS1Mom,spotify:track:4eJikwHYHJ3yMg1tvS1Mom,Que No Se Extinga La Llama!,,1991,pending,
289,Ca plane pour moi,Plastic Bertrand,Plastic Bertrand,HITSTER - DIY,Playlist,BEB017765001,71yCMlsD6qbD7NmNUEoVNR,71yCMlsD6qbD7NmNUEoVNR,spotify:track:71yCMlsD6qbD7NmNUEoVNR,Plastic Bertrand,,1977,pending,
290,Dance Monkey,Tones And I,The Kids Are Coming,HITSTER - DIY,Playlist,QZES71982312,5ZULALImTm80tzUbYQYM9d,5ZULALImTm80tzUbYQYM9d,spotify:track:5ZULALImTm80tzUbYQYM9d,The Kids Are Coming,,2019,pending,
291,Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),HITSTER - DIY,Playlist,GBARL1801049,5N5k9nd479b1xpDZ4usjrg,5N5k9nd479b1xpDZ4usjrg,spotify:track:5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),,2018,pending,
292,Havana (feat. Young Thug),Camila Cabello,Camila,HITSTER - DIY,Playlist,USSM11706905,1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila,,2017,pending,
293,Todos los días sale el sol,Bongo Botrako,Todos Los Días Sale El Sol,HITSTER - DIY,Playlist,ES7311000083,1tmwswvJnwOIrskyCKVsgv,1tmwswvJnwOIrskyCKVsgv,spotify:track:1tmwswvJnwOIrskyCKVsgv,Todos Los Días Sale El Sol,,2010,pending,
294,Yo Te Esperaré,Cali Y El Dandee,3 A.M.,HITSTER - DIY,Playlist,ES5701200110,0mGvaKpwLYoybnIoboC3uS,0mGvaKpwLYoybnIoboC3uS,spotify:track:0mGvaKpwLYoybnIoboC3uS,3 A.M.,,2011,pending,
295,Tombola,Marisol,Tombola,HITSTER - DIY,Playlist,ES71G1305901,6xunIjRX7KeF4OxFkpPeZO,6xunIjRX7KeF4OxFkpPeZO,spotify:track:6xunIjRX7KeF4OxFkpPeZO,Tombola,,1962,pending,
296,Say It Right,Nelly Furtado,Loose,HITSTER - DIY,Playlist,USUM70603368,2aI21FnmY7TJVKeMaoQZ0t,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,Loose,,2006,pending,
297,Vivo Cantando,Salomé,Todo Lo Mejor,HITSTER - DIY,Playlist,ES5378900013,059G9tpE3kl6wz3kiddaN0,059G9tpE3kl6wz3kiddaN0,spotify:track:059G9tpE3kl6wz3kiddaN0,Todo Lo Mejor,,1969,pending,
298,En el Amor Todo Es Empezar (A far l'amore comincia tu) - Spanish Version,Raffaella Carrà,Grande Raffaella,HITSTER - DIY,Playlist,ITM009900702,4bE1OpWxbtFOdNDF7rJMta,4bE1OpWxbtFOdNDF7rJMta,spotify:track:4bE1OpWxbtFOdNDF7rJMta,Grande Raffaella,,1976,pending,
299,How You Remind Me,Nickelback,Silver Side Up,HITSTER - DIY,Playlist,NLA320119533,0gmbgwZ8iqyMPmXefof8Yf,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,Silver Side Up,,2001,pending,
300,Me Quedo Contigo,Los Chunguitos,Cara A Cara,HITSTER - DIY,Playlist,ES5088004963,3ROd8cCRdRJpeh6P2zTAJk,3ROd8cCRdRJpeh6P2zTAJk,spotify:track:3ROd8cCRdRJpeh6P2zTAJk,Cara A Cara,,1980,pending,
301,Felices los 4,Maluma,F.A.M.E.,HITSTER - DIY,Playlist,USSD11700134,1RouRzlg8OKFeqc6LvdxmB,1RouRzlg8OKFeqc6LvdxmB,spotify:track:1RouRzlg8OKFeqc6LvdxmB,F.A.M.E.,,2018,pending,
302,These Boots Are Made For Walkin',Nancy Sinatra,Boots,HITSTER - DIY,Playlist,USASE0500005,2nwCO1PqpvyoFIvq3Vrj8N,2nwCO1PqpvyoFIvq3Vrj8N,spotify:track:2nwCO1PqpvyoFIvq3Vrj8N,Boots,,1965,pending,
303,La Bamba - Single Version,Ritchie Valens,Ritchie Valens,HITSTER - DIY,Playlist,USRH10402003,2aEeghgUcnu75tzcolFMfs,2aEeghgUcnu75tzcolFMfs,spotify:track:2aEeghgUcnu75tzcolFMfs,Ritchie Valens,,1958,pending,
304,Canta y Sé Feliz,Peret,La Salsa De La Rumba,HITSTER - DIY,Playlist,ES5020100275,4xuQ7KieQmHXiYdh965WQR,4xuQ7KieQmHXiYdh965WQR,spotify:track:4xuQ7KieQmHXiYdh965WQR,La Salsa De La Rumba,,1974,pending,
305,Born To Be Wild,Steppenwolf,Steppenwolf,HITSTER - DIY,Playlist,USMC16846563,63OFKbMaZSDZ4wtesuuq6f,63OFKbMaZSDZ4wtesuuq6f,spotify:track:63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,,1968,pending,
306,Eva Maria,Formula V,Ayer Y Hoy,HITSTER - DIY,Playlist,ES5709904335,5fc3XWSpJo6jTlbjnhGOJQ,5fc3XWSpJo6jTlbjnhGOJQ,spotify:track:5fc3XWSpJo6jTlbjnhGOJQ,Ayer Y Hoy,,1973,pending,
307,Piece of My Heart,Erma Franklin,Erma Franklin: Piece Of Her Heart - The Epic And Shout Years,HITSTER - DIY,Playlist,USSM11100157,2GbePPrWWSRxcmW6QRSPae,2GbePPrWWSRxcmW6QRSPae,spotify:track:2GbePPrWWSRxcmW6QRSPae,Erma Franklin: Piece Of Her Heart - The Epic And Shout Years,,1967,pending,
308,Somebody That I Used To Know,Gotye,Making Mirrors,HITSTER - DIY,Playlist,AUZS21100040,1qDrWA6lyx8cLECdZE7TV7,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,Making Mirrors,,2011,pending,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
